loan_id,business_id,credit_officer_id,dismissal_description,acquisition_channel,sector,principal,total_owing_at_issue,application_number,applying_for_loan_number,loan_number,employee_count,approval_status,paid_late,total_recovered_on_time,total_recovered_15_dpd,cash_yield_15_dpd
735953,485453,201649,,Google,Beauty Fashion,511700.0,572600.0,4,4,4,2,Approved,false,572600.0,572600.0,60900.0
760172,485453,201649,,Google,Beauty Fashion,300000.0,335700.0,5,5,5,2,Approved,false,335700.0,335700.0,35700.0
786394,485453,201649,,Google,Beauty Fashion,500000.0,560500.0,6,6,6,2,Approved,false,560500.0,560500.0,60500.0
815770,485453,201649,,Google,Beauty Fashion,834500.0,935100.0,7,7,7,2,Approved,false,935100.0,935100.0,100600.0
850372,485453,201649,,Google,Beauty Fashion,918000.0,1028500.0,8,8,8,2,Approved,false,1028500.0,1028500.0,110500.0
943623,485453,201649,,Google,Beauty Fashion,300000.0,336300.0,9,9,9,2,Approved,false,336300.0,336300.0,36300.0
985512,485453,201649,,Google,Beauty Fashion,305000.0,341900.0,10,10,10,2,Approved,false,341900.0,341900.0,36900.0
647885,459570,175606,,Other,Autoparts Hardware,1500000.0,1676600.0,1,1,1,4,Approved,false,1676600.0,1676600.0,176600.0
681364,459570,175606,,Other,Autoparts Hardware,1650000.0,1844100.0,2,2,2,4,Approved,false,1844100.0,1844100.0,194100.0
719678,459570,175606,,Other,Autoparts Hardware,1815000.0,2028400.0,3,3,3,4,Approved,false,2028400.0,2028400.0,213400.0
753444,459570,175606,,Other,Autoparts Hardware,1996500.0,2231000.0,4,4,4,4,Approved,false,2231000.0,2231000.0,234500.0
794242,459570,175606,,Other,Autoparts Hardware,600000.0,672600.0,5,5,5,4,Approved,false,672600.0,672600.0,72600.0
802205,459570,175606,,Other,Autoparts Hardware,350000.0,392400.0,6,6,6,4,Approved,false,392400.0,392400.0,42400.0
813173,459570,175606,,Other,Autoparts Hardware,1950000.0,2183100.0,7,7,7,4,Approved,false,2183100.0,2183100.0,233100.0
846612,459570,175606,,Other,Autoparts Hardware,1500000.0,1679600.0,8,8,8,4,Approved,false,1679600.0,1679600.0,179600.0
879997,459570,175606,,Other,Autoparts Hardware,1300000.0,1455900.0,9,9,9,4,Approved,false,1455900.0,1455900.0,155900.0
911156,459570,175606,,Other,Autoparts Hardware,2848500.0,3188300.0,10,10,10,4,Approved,false,3188300.0,3188300.0,339800.0
941645,459570,175606,,Other,Autoparts Hardware,2600000.0,2910300.0,11,11,11,4,Approved,false,2910300.0,2910300.0,310300.0
975799,459570,175606,,Other,Autoparts Hardware,2400000.0,2686500.0,12,12,12,4,Approved,false,2686500.0,2686500.0,286500.0
642510,456218,,,Facebook,Beauty Fashion,300000.0,,1,1,,5,Expired,false,,,
745859,456218,57802,,Facebook,Beauty Fashion,260000.0,298900.0,2,1,1,5,Approved,false,298900.0,298900.0,38900.0
771188,456218,57802,,Facebook,Beauty Fashion,282400.0,316600.0,3,2,2,5,Approved,false,316600.0,316600.0,34200.0
878804,456218,137987,,Facebook,Beauty Fashion,50000.0,56100.0,4,3,3,5,Approved,false,56100.0,56100.0,6100.0
880311,456218,137987,,Facebook,Beauty Fashion,311400.0,349100.0,5,4,4,5,Approved,false,349100.0,349100.0,37700.0
917601,456218,137987,,Facebook,Beauty Fashion,342500.0,383900.0,6,5,5,5,Approved,false,383900.0,383900.0,41400.0
947543,456218,57802,,Facebook,Beauty Fashion,360000.0,403600.0,7,6,6,5,Approved,false,403600.0,403600.0,43600.0
980854,456218,57802,,Facebook,Beauty Fashion,414500.0,464700.0,8,7,7,5,Approved,false,464700.0,464700.0,50200.0
835237,586509,370986,,Facebook,Autoparts Hardware,302400.0,,1,1,,1,Expired,false,,,
841213,586509,60425,,Facebook,Autoparts Hardware,588000.0,677100.0,2,1,1,1,Approved,false,677100.0,677100.0,89100.0
874419,586509,60425,,Facebook,Autoparts Hardware,646800.0,744800.0,3,2,2,1,Approved,true,185000.0,744800.0,98000.0
905766,586509,60425,,Facebook,Autoparts Hardware,711500.0,840900.0,4,3,3,1,Approved,false,840900.0,840900.0,129400.0
927967,586509,60425,,Facebook,Autoparts Hardware,770600.0,887100.0,5,4,4,1,Approved,false,887100.0,887100.0,116500.0
959679,586509,60425,,Facebook,Autoparts Hardware,847700.0,975700.0,6,5,5,1,Approved,false,975700.0,975700.0,128000.0
785173,550494,260478,,Friend,Food Staple Goods,260000.0,299400.0,1,1,1,1,Approved,false,299400.0,299400.0,39400.0
821575,550494,260478,,Friend,Food Staple Goods,286000.0,329400.0,2,2,2,1,Approved,false,329400.0,329400.0,43400.0
850362,550494,260478,,Friend,Food Staple Goods,313900.0,361400.0,3,3,3,1,Approved,false,361400.0,361400.0,47500.0
882497,550494,260478,,Friend,Food Staple Goods,345000.0,397200.0,4,4,4,1,Approved,false,397200.0,397200.0,52200.0
909911,550494,260478,,Friend,Food Staple Goods,379800.0,437300.0,5,5,5,1,Approved,false,437300.0,437300.0,57500.0
942736,550494,730701,,Friend,Food Staple Goods,417800.0,493800.0,6,6,6,1,Approved,false,493800.0,493800.0,76000.0
971417,550494,730701,,Friend,Food Staple Goods,459600.0,543300.0,7,7,7,1,Approved,false,543300.0,543300.0,83700.0
961396,676164,245781,,Friend,Food Staple Goods,276000.0,317800.0,1,1,1,,Approved,false,317800.0,317800.0,41800.0
590153,424142,137993,,Other,Food Staple Goods,260000.0,,1,1,,0,Declined,false,,,
698521,424142,137993,,Other,Food Staple Goods,260000.0,,2,1,,0,Declined,false,,,
854825,424142,85891,,Other,Food Staple Goods,150000.0,177300.0,3,1,1,0,Approved,false,177300.0,177300.0,27300.0
886045,424142,85891,,Other,Food Staple Goods,164600.0,194600.0,4,2,2,0,Approved,true,44600.0,194600.0,30000.0
922937,424142,85891,,Other,Food Staple Goods,150000.0,177300.0,5,3,3,0,Approved,false,177300.0,177300.0,27300.0
954260,424142,85891,,Other,Food Staple Goods,150000.0,177300.0,6,4,4,0,Approved,false,177300.0,177300.0,27300.0
145366,136710,40809,,Facebook,Mobile Money Airtime,200000.0,227100.0,1,1,1,1,Approved,false,227100.0,227100.0,27100.0
164683,136710,40809,,Facebook,Mobile Money Airtime,218900.0,243300.0,2,2,2,1,Approved,false,243300.0,243300.0,24400.0
182193,136710,40809,,Facebook,Mobile Money Airtime,234000.0,260100.0,3,3,3,1,Approved,false,260100.0,260100.0,26100.0
207520,136710,40809,,Facebook,Mobile Money Airtime,255800.0,284300.0,4,4,4,1,Approved,false,284300.0,284300.0,28500.0
233498,136710,40809,,Facebook,Mobile Money Airtime,276200.0,306900.0,5,5,5,1,Approved,false,306900.0,306900.0,30700.0
265569,136710,40809,,Facebook,Mobile Money Airtime,350000.0,389000.0,6,6,6,1,Approved,false,389000.0,389000.0,39000.0
302016,136710,40809,,Facebook,Mobile Money Airtime,385000.0,427900.0,7,7,7,1,Approved,false,427900.0,427900.0,42900.0
328520,136710,40809,,Facebook,Mobile Money Airtime,420400.0,467200.0,8,8,8,1,Approved,false,467200.0,467200.0,46800.0
357772,136710,40809,,Facebook,Mobile Money Airtime,450000.0,500100.0,9,9,9,1,Approved,false,500100.0,500100.0,50100.0
385918,136710,40809,,Facebook,Mobile Money Airtime,500000.0,555700.0,10,10,10,1,Approved,false,555700.0,555700.0,55700.0
421339,136710,40809,,Facebook,Mobile Money Airtime,520000.0,577900.0,11,11,11,1,Approved,false,577900.0,577900.0,57900.0
441920,136710,40809,,Facebook,Mobile Money Airtime,596600.0,663100.0,12,12,12,1,Approved,false,663100.0,663100.0,66500.0
478785,136710,40809,,Facebook,Mobile Money Airtime,511000.0,567900.0,13,13,13,1,Approved,false,567900.0,567900.0,56900.0
509861,136710,40809,,Facebook,Mobile Money Airtime,510000.0,566800.0,14,14,14,1,Approved,false,566800.0,566800.0,56800.0
537429,136710,40809,,Facebook,Mobile Money Airtime,510000.0,570700.0,15,15,15,1,Approved,false,570700.0,570700.0,60700.0
564875,136710,40809,,Facebook,Mobile Money Airtime,410000.0,458800.0,16,16,16,1,Approved,false,458800.0,458800.0,48800.0
591670,136710,40809,,Facebook,Mobile Money Airtime,360000.0,402900.0,17,17,17,1,Approved,false,402900.0,402900.0,42900.0
625140,136710,40809,,Facebook,Mobile Money Airtime,781300.0,874000.0,18,18,18,1,Approved,false,874000.0,874000.0,92700.0
651652,136710,108019,,Facebook,Mobile Money Airtime,795700.0,890100.0,19,19,19,1,Approved,false,890100.0,890100.0,94400.0
682997,136710,108019,,Facebook,Mobile Money Airtime,780000.0,872500.0,20,20,20,1,Approved,false,872500.0,872500.0,92500.0
711296,136710,108019,,Facebook,Mobile Money Airtime,800000.0,894900.0,21,21,21,1,Approved,false,894900.0,894900.0,94900.0
743982,136710,108019,,Facebook,Mobile Money Airtime,844400.0,944400.0,22,22,22,1,Approved,false,944400.0,944400.0,100000.0
774719,136710,279292,,Facebook,Mobile Money Airtime,730000.0,818200.0,23,23,23,1,Approved,false,818200.0,818200.0,88200.0
806805,136710,279292,,Facebook,Mobile Money Airtime,765000.0,857300.0,24,24,24,1,Approved,false,857300.0,857300.0,92300.0
840872,136710,279292,,Facebook,Mobile Money Airtime,765000.0,857300.0,25,25,25,1,Approved,false,857300.0,857300.0,92300.0
872547,136710,279292,,Facebook,Mobile Money Airtime,765000.0,857300.0,26,26,26,1,Approved,false,857300.0,857300.0,92300.0
899904,136710,279292,,Facebook,Mobile Money Airtime,780000.0,874200.0,27,27,27,1,Approved,false,874200.0,874200.0,94200.0
930114,136710,279292,,Facebook,Mobile Money Airtime,780000.0,874200.0,28,28,28,1,Approved,false,874200.0,874200.0,94200.0
959374,136710,279292,,Facebook,Mobile Money Airtime,780000.0,874200.0,29,29,29,1,Approved,false,874200.0,874200.0,94200.0
745661,521748,395021,,Friend,Beauty Fashion,260000.0,290900.0,1,1,1,6,Approved,false,290900.0,290900.0,30900.0
774439,521748,395021,,Friend,Beauty Fashion,412000.0,461900.0,2,2,2,6,Approved,false,461900.0,461900.0,49900.0
796668,521748,395021,,Friend,Beauty Fashion,565000.0,633400.0,3,3,3,6,Approved,false,633400.0,633400.0,68400.0
816183,521748,395021,,Friend,Beauty Fashion,748600.0,839000.0,4,4,4,6,Approved,false,839000.0,839000.0,90400.0
850047,521748,395021,,Friend,Beauty Fashion,800000.0,896500.0,5,5,5,6,Approved,false,896500.0,896500.0,96500.0
878634,521748,395021,,Friend,Beauty Fashion,815600.0,914000.0,6,6,6,6,Approved,false,914000.0,914000.0,98400.0
905427,521748,395021,,Friend,Beauty Fashion,1104400.0,1237000.0,7,7,7,6,Approved,false,1237000.0,1237000.0,132600.0
934164,521748,395021,,Friend,Beauty Fashion,1214800.0,1360600.0,8,8,8,6,Approved,false,1360600.0,1360600.0,145800.0
964637,521748,395021,,Friend,Beauty Fashion,1336300.0,1496500.0,9,9,9,6,Approved,false,1496500.0,1496500.0,160200.0
266781,228354,218631,,Friend,Beauty Fashion,380400.0,422700.0,1,1,1,3,Approved,false,422700.0,422700.0,42300.0
307471,228354,218631,,Friend,Beauty Fashion,493600.0,548600.0,2,2,2,3,Approved,false,548600.0,548600.0,55000.0
337220,228354,218631,,Friend,Beauty Fashion,700500.0,778500.0,3,3,3,3,Approved,false,778500.0,778500.0,78000.0
368130,228354,320436,,Friend,Beauty Fashion,600000.0,666800.0,4,4,4,3,Approved,false,666800.0,666800.0,66800.0
400010,228354,320436,,Friend,Beauty Fashion,960000.0,1066900.0,5,5,5,3,Approved,false,1066900.0,1066900.0,106900.0
435400,228354,320436,,Friend,Beauty Fashion,960000.0,1066900.0,6,6,6,3,Approved,false,1066900.0,1066900.0,106900.0
472437,228354,320436,,Friend,Beauty Fashion,960000.0,1066900.0,7,7,7,3,Approved,false,1066900.0,1066900.0,106900.0
507965,228354,320436,,Friend,Beauty Fashion,1008000.0,1120300.0,8,8,8,3,Approved,false,1120300.0,1120300.0,112300.0
538975,228354,320436,,Friend,Beauty Fashion,1038200.0,1160900.0,9,9,9,3,Approved,false,1160900.0,1160900.0,122700.0
568468,228354,320436,,Friend,Beauty Fashion,1069300.0,1195600.0,10,10,10,3,Approved,false,1195600.0,1195600.0,126300.0
599157,228354,320436,,Friend,Beauty Fashion,1101400.0,1231400.0,11,11,11,3,Approved,false,1231400.0,1231400.0,130000.0
631797,228354,320436,,Friend,Beauty Fashion,1134400.0,1268300.0,12,12,12,3,Approved,false,1268300.0,1268300.0,133900.0
663035,228354,320436,,Friend,Beauty Fashion,1168400.0,1306200.0,13,13,13,3,Approved,false,1306200.0,1306200.0,137800.0
695481,228354,320436,,Friend,Beauty Fashion,1191800.0,1332400.0,14,14,14,3,Approved,false,1332400.0,1332400.0,140600.0
725659,228354,320436,,Friend,Beauty Fashion,1215600.0,1359000.0,15,15,15,3,Approved,false,1359000.0,1359000.0,143400.0
759448,228354,137985,,Friend,Beauty Fashion,1239900.0,1386100.0,16,16,16,3,Approved,false,1386100.0,1386100.0,146200.0
791270,228354,137985,,Friend,Beauty Fashion,1264700.0,1416400.0,17,17,17,3,Approved,false,1416400.0,1416400.0,151700.0
823472,228354,137985,,Friend,Beauty Fashion,1290000.0,1444700.0,18,18,18,3,Approved,false,1444700.0,1444700.0,154700.0
857787,228354,137985,,Friend,Beauty Fashion,1315800.0,1473600.0,19,19,19,3,Approved,false,1473600.0,1473600.0,157800.0
887557,228354,137985,,Friend,Beauty Fashion,1342100.0,1503000.0,20,20,20,3,Approved,false,1503000.0,1503000.0,160900.0
914416,228354,137985,,Friend,Beauty Fashion,1476300.0,1653100.0,21,21,21,3,Approved,false,1653100.0,1653100.0,176800.0
944782,228354,137985,,Friend,Beauty Fashion,1623900.0,1818200.0,22,22,22,3,Approved,false,1818200.0,1818200.0,194300.0
975191,228354,137985,,Friend,Beauty Fashion,1656400.0,1854700.0,23,23,23,3,Approved,false,1854700.0,1854700.0,198300.0
632795,450404,,,Facebook,Beauty Fashion,840000.0,,1,1,,2,Expired,false,,,
683353,450404,108016,,Facebook,Beauty Fashion,250000.0,287400.0,2,1,1,2,Approved,false,287400.0,287400.0,37400.0
729341,450404,108016,,Facebook,Beauty Fashion,275000.0,316200.0,3,2,2,2,Approved,false,316200.0,316200.0,41200.0
759628,450404,108016,,Facebook,Beauty Fashion,302500.0,347700.0,4,3,3,2,Approved,false,347700.0,347700.0,45200.0
798282,450404,108016,,Facebook,Beauty Fashion,332800.0,383200.0,5,4,4,2,Approved,false,383200.0,383200.0,50400.0
826325,450404,108016,,Facebook,Beauty Fashion,364300.0,419500.0,6,5,5,2,Approved,false,419500.0,419500.0,55200.0
857372,450404,108016,,Facebook,Beauty Fashion,400700.0,461400.0,7,6,6,2,Approved,false,461400.0,461400.0,60700.0
881773,450404,108016,,Facebook,Beauty Fashion,435200.0,501100.0,8,7,7,2,Approved,false,501100.0,501100.0,65900.0
953118,450404,108016,,Facebook,Beauty Fashion,478700.0,551200.0,9,8,8,2,Approved,false,551200.0,551200.0,72500.0
398517,306953,279292,,Friend,Beauty Fashion,230000.0,255600.0,1,1,1,1,Approved,false,255600.0,255600.0,25600.0
429971,306953,279292,,Friend,Beauty Fashion,300000.0,333400.0,2,2,2,1,Approved,true,50000.0,333400.0,33400.0
470742,306953,279292,,Friend,Beauty Fashion,330000.0,373400.0,3,3,3,1,Approved,false,373400.0,373400.0,43400.0
524261,306953,279292,,Friend,Beauty Fashion,363000.0,406200.0,4,4,4,1,Approved,false,406200.0,406200.0,43200.0
556378,306953,279292,,Friend,Beauty Fashion,399300.0,446800.0,5,5,5,1,Approved,false,446800.0,446800.0,47500.0
586232,306953,279292,,Friend,Beauty Fashion,439000.0,491300.0,6,6,6,1,Approved,true,180000.0,491300.0,52300.0
622343,306953,279292,,Friend,Beauty Fashion,350000.0,,7,7,,1,Declined,false,,,
732596,306953,279292,,Friend,Beauty Fashion,350000.0,402300.0,8,7,7,1,Approved,false,402300.0,402300.0,52300.0
770551,306953,279292,,Friend,Beauty Fashion,385000.0,435500.0,9,8,8,1,Approved,false,435500.0,435500.0,50500.0
794502,306953,279292,,Friend,Beauty Fashion,418100.0,472900.0,10,9,9,1,Approved,false,472900.0,472900.0,54800.0
826654,306953,279292,,Friend,Beauty Fashion,459900.0,520200.0,11,10,10,1,Approved,false,520200.0,520200.0,60300.0
854808,306953,279292,,Friend,Beauty Fashion,503500.0,569600.0,12,11,11,1,Approved,false,569600.0,569600.0,66100.0
885259,306953,279292,,Friend,Beauty Fashion,500000.0,565600.0,13,12,12,1,Approved,false,565600.0,565600.0,65600.0
905145,306953,279292,,Friend,Beauty Fashion,500000.0,560500.0,14,13,13,1,Approved,false,560500.0,560500.0,60500.0
932265,306953,279292,,Friend,Beauty Fashion,500000.0,560500.0,15,14,14,1,Approved,false,560500.0,560500.0,60500.0
960873,306953,279292,,Friend,Beauty Fashion,725800.0,813500.0,16,15,15,1,Approved,false,813500.0,813500.0,87700.0
398517,306953,279292,,Friend,Beauty Fashion,230000.0,255600.0,1,1,1,1,Approved,false,255600.0,255600.0,25600.0
429971,306953,279292,,Friend,Beauty Fashion,300000.0,333400.0,2,2,2,1,Approved,true,50000.0,333400.0,33400.0
470742,306953,279292,,Friend,Beauty Fashion,330000.0,373400.0,3,3,3,1,Approved,false,373400.0,373400.0,43400.0
524261,306953,279292,,Friend,Beauty Fashion,363000.0,406200.0,4,4,4,1,Approved,false,406200.0,406200.0,43200.0
556378,306953,279292,,Friend,Beauty Fashion,399300.0,446800.0,5,5,5,1,Approved,false,446800.0,446800.0,47500.0
586232,306953,279292,,Friend,Beauty Fashion,439000.0,491300.0,6,6,6,1,Approved,true,180000.0,491300.0,52300.0
622343,306953,279292,,Friend,Beauty Fashion,350000.0,,7,7,,1,Declined,false,,,
732596,306953,279292,,Friend,Beauty Fashion,350000.0,402300.0,8,7,7,1,Approved,false,402300.0,402300.0,52300.0
770551,306953,279292,,Friend,Beauty Fashion,385000.0,435500.0,9,8,8,1,Approved,false,435500.0,435500.0,50500.0
794502,306953,279292,,Friend,Beauty Fashion,418100.0,472900.0,10,9,9,1,Approved,false,472900.0,472900.0,54800.0
826654,306953,279292,,Friend,Beauty Fashion,459900.0,520200.0,11,10,10,1,Approved,false,520200.0,520200.0,60300.0
854808,306953,279292,,Friend,Beauty Fashion,503500.0,569600.0,12,11,11,1,Approved,false,569600.0,569600.0,66100.0
885259,306953,279292,,Friend,Beauty Fashion,500000.0,565600.0,13,12,12,1,Approved,false,565600.0,565600.0,65600.0
905145,306953,279292,,Friend,Beauty Fashion,500000.0,560500.0,14,13,13,1,Approved,false,560500.0,560500.0,60500.0
932265,306953,279292,,Friend,Beauty Fashion,500000.0,560500.0,15,14,14,1,Approved,false,560500.0,560500.0,60500.0
960873,306953,279292,,Friend,Beauty Fashion,725800.0,813500.0,16,15,15,1,Approved,false,813500.0,813500.0,87700.0
990312,306953,279292,,Friend,Beauty Fashion,798400.0,894700.0,17,16,16,1,Approved,false,894700.0,894700.0,96300.0
967479,680525,295227,,Friend,Beauty Fashion,312000.0,349700.0,1,1,1,,Approved,false,349700.0,349700.0,37700.0
434313,333273,,Client does not have ID,Friend,Phones Electronics,260000.0,,1,1,,1,Declined,false,,,
933748,333273,730701,,Friend,Phones Electronics,260000.0,299400.0,2,1,1,1,Approved,false,299400.0,299400.0,39400.0
962998,333273,730701,,Friend,Phones Electronics,286000.0,329400.0,3,2,2,1,Approved,false,329400.0,329400.0,43400.0
501343,377265,295227,,Friend,Beauty Fashion,100000.0,111100.0,1,1,1,0,Approved,false,111100.0,111100.0,11100.0
531340,377265,295227,,Friend,Beauty Fashion,110000.0,123100.0,2,2,2,0,Approved,false,123100.0,123100.0,13100.0
555789,377265,295227,,Friend,Beauty Fashion,119800.0,134100.0,3,3,3,0,Approved,false,134100.0,134100.0,14300.0
584082,377265,295227,,Friend,Beauty Fashion,131800.0,147500.0,4,4,4,0,Approved,false,147500.0,147500.0,15700.0
617893,377265,295227,,Friend,Beauty Fashion,145000.0,162300.0,5,5,5,0,Approved,false,162300.0,162300.0,17300.0
648317,377265,295227,,Friend,Beauty Fashion,159500.0,,6,6,,0,Cancelled,false,,,
662468,377265,295227,,Friend,Beauty Fashion,159500.0,178500.0,7,6,6,0,Approved,false,178500.0,178500.0,19000.0
880344,377265,295227,,Friend,Beauty Fashion,175400.0,,8,7,,0,Cancelled,false,,,
928462,377265,295227,,Friend,Beauty Fashion,175400.0,207300.0,9,7,7,0,Approved,false,207300.0,207300.0,31900.0
988861,377265,295227,,Friend,Beauty Fashion,192900.0,222200.0,10,8,8,0,Approved,false,222200.0,222200.0,29300.0
